,Average Training loss
498,89.96073844909668
499,89.97049273681641
500,89.94624542236328
501,89.97973123168946
502,89.95525776672363
503,89.95217704772949
504,89.95687869262696
505,89.97166035461426
506,89.92425575256348
507,89.90753312683105
508,89.93611181640625
509,89.91156201171874
510,89.91963435363769
511,89.89778428649902
512,89.89497457885741
513,89.89757315063477
514,89.90169316101074
515,89.90216653442383
516,89.87062449645997
517,89.88858139038086
518,89.86171052551269
519,89.86956164550782
520,89.86150006103516
521,89.84960275268554
522,89.83706483459473
523,89.84027540588379
524,89.84996717834473
525,89.82286949157715
526,89.83333476257324
527,89.83376278686524
528,89.8213585357666
529,89.82544017028809
530,89.8508697052002
531,89.80719232177735
532,89.80660127258301
533,89.81357955932617
534,89.78663938903809
535,89.8072713317871
536,89.8155880279541
537,89.784982131958
538,89.78214015197754
539,89.76507620239258
540,89.77582237243652
541,89.77054931640625
542,89.75550428771973
543,89.77293537902833
544,89.75134210205078
545,89.74221095275878
546,89.74583589172363
547,89.74911375427246
548,89.7354390258789
549,89.73126490783692
550,89.71681312561036
551,89.72112306213378
552,89.72238764953613
553,89.70996240234375
554,89.71458163452148
555,89.69861514282226
556,89.70843243408203
557,89.70971005249024
558,89.68901295471191
559,89.69281535339356
560,89.66661386108399
561,89.67675283813476
562,89.67622706604004
563,89.65781922912598
564,89.67071174621582
565,89.67813185119628
566,89.66103372192383
567,89.64233615112305
568,89.65895170593262
569,89.66908512878418
570,89.65462280273438
571,89.63530003356934
572,89.6452241821289
573,89.62307090759278
574,89.6319801940918
575,89.62832473754882
576,89.62142709350586
577,89.61048768615723
578,89.60117495727539
579,89.60212915039062
580,89.60982359313965
581,89.60743339538574
582,89.61096507263184
583,89.58053025817871
584,89.58285598754883
585,89.57674130249023
586,89.57474630737305
587,89.57955270385742
588,89.60610386657714
589,89.5558009185791
590,89.54657084655761
591,89.55450068664551
592,89.55214640808106
593,89.55233486938477
594,89.53988121032715
595,89.53699041748047
596,89.55047409057617
597,89.52854415893555
598,89.51772569274902
599,89.50834553527832
600,89.52743815612793
601,89.50015480041503
602,89.5188211517334
603,89.49708212280274
604,89.50085345458984
605,89.50766497802735
606,89.497472946167
607,89.49695057678223
608,89.50538401794434
609,89.47868196105956
610,89.48564468383789
611,89.50023736572265
612,89.47645776367187
613,89.49306620788575
614,89.45648431396485
615,89.47213783264161
616,89.44976843261719
617,89.4557780456543
618,89.4631323852539
619,89.44633229064941
620,89.44691326904297
621,89.42182844543457
622,89.43537409973145
623,89.44715377807617
624,89.43250776672363
625,89.40893388366699
626,89.40356604003907
627,89.42673608398438
628,89.42188471984863
629,89.43168908691406
630,89.40874919128417
631,89.40025778198242
632,89.40290161132812
633,89.3973073425293
634,89.39021315002441
635,89.40190559387207
636,89.38063232421875
637,89.3786016998291
638,89.37963461303711
639,89.3700368347168
640,89.35430606079102
641,89.37579708862305
642,89.3893016052246
643,89.35847265625
644,89.37890832519531
645,89.34654600524902
646,89.36455856323242
647,89.34190719604493
648,89.33920886230469
649,89.31878979492187
650,89.35879698181152
651,89.3240185394287
652,89.3137328491211
653,89.31607920837402
654,89.32832341003417
655,89.30721337890625
656,89.32320890808106
657,89.315509765625
658,89.32142793273925
659,89.31231509399414
660,89.31049961853027
661,89.30174601745605
662,89.29466232299805
663,89.28892835998535
664,89.29054147338867
665,89.29532063293458
666,89.26455351257324
667,89.28537425231933
668,89.28218812561035
669,89.2872504272461
670,89.2629115447998
671,89.2791452178955
672,89.25488388061524
673,89.26778507995606
674,89.22594326782226
675,89.25570466613769
676,89.27441239929199
677,89.25282705688477
678,89.23540724182129
679,89.22637919616699
680,89.24961315917969
681,89.23349639892578
682,89.22142851257324
683,89.22783212280274
684,89.23526724243165
685,89.2148211517334
686,89.19236543273925
687,89.21981857299805
688,89.19892878723145
689,89.20015336608887
690,89.1922827911377
691,89.16743544006347
692,89.20351974487305
693,89.17291035461426
694,89.19448040771485
695,89.18953633117675
696,89.15430143737792
697,89.18293379211426
698,89.16366784667969
699,89.17966206359863
700,89.16149530029297
701,89.17072442626953
702,89.18543646240235
703,89.1848479309082
704,89.17969694519043
705,89.16240724182128
706,89.14808288574218
707,89.13804154968261
708,89.12685787963868
709,89.1503003540039
710,89.13216065979005
711,89.1654626159668
712,89.12865173339844
713,89.14628033447265
714,89.12929739379882
715,89.12378706359863
716,89.1304220123291
717,89.10098388671875
718,89.11096675109863
719,89.09575494384765
720,89.1035888671875
721,89.1264656677246
722,89.11253443908691
723,89.10574537658691
724,89.09781253051757
725,89.09560897827149
726,89.0885694732666
727,89.09716741943359
728,89.0954775390625
729,89.07354116821288
730,89.08672793579102
731,89.07861346435547
732,89.06739643859864
733,89.07616792297364
734,89.0804496459961
735,89.05560612487793
736,89.07498435974121
737,89.06178359985351
738,89.05330445861816
739,89.05588049316407
740,89.0536979675293
741,89.05348187255859
742,89.03367613220215
743,89.03937135314942
744,89.02225857543945
745,89.02241423034668
746,89.03925032043458
747,89.0458199005127
748,89.0581911315918
749,89.02053414916992
750,89.02647024536132
751,89.03112879943848
752,88.99831864929199
753,89.01449716186524
754,88.99683456420898
755,89.0113201599121
756,89.02186833190918
757,89.01244346618653
758,89.00672532653809
759,89.00276625061035
760,89.01371479797363
761,88.98711392211914
762,88.99766772460937
763,89.00891033935547
764,89.00085037231446
765,88.97468078613281
766,88.98287121582031
767,88.98442190551758
768,88.96997500610351
769,89.00524583435059
770,88.97592100524902
771,88.94819734191894
772,88.98168128967285
773,88.94495420837403
774,88.92495742797851
775,88.95400109863282
776,88.94969479370117
777,88.9396519165039
778,88.93019134521484
779,88.93955690002441
780,88.95495404052734
781,88.92735838317871
782,88.93041825866699
783,88.93433711242676
784,88.92677510070801
785,88.93784979248046
786,88.90630186462403
787,88.92180908203125
788,88.94758692932129
789,88.8984153289795
790,88.88621719360351
791,88.91481231689453
792,88.90101547241211
793,88.913648147583
794,88.8922664642334
795,88.89912284851074
796,88.8986355895996
797,88.87129608154297
798,88.89047589111328
799,88.89594717407226
800,88.90100846862794
801,88.89531716918945
802,88.87542764282226
803,88.90890724182128
804,88.86561408996582
805,88.87691287231445
806,88.86551071166993
807,88.85816409301758
808,88.86006156921387
809,88.88315026855469
810,88.86561601257324
811,88.83846881103516
812,88.84569360351563
813,88.85709323120118
814,88.86417169189453
815,88.83506039428711
816,88.83096057128907
817,88.81557751464844
818,88.83064848327636
819,88.83004225158692
820,88.8495629119873
821,88.82433721923829
822,88.8347236175537
823,88.81528215026856
824,88.8293020477295
825,88.84874909973145
826,88.80006419372559
827,88.81106857299805
828,88.8121530303955
829,88.81767321777343
830,88.80335633850098
831,88.80568017578125
832,88.76862109375
833,88.8041303100586
834,88.79322058105468
835,88.7808670501709
836,88.79024241638183
837,88.80900109863282
838,88.7811732788086
839,88.78663999938965
840,88.78282748413086
841,88.78253575134278
842,88.77846615600586
843,88.77111949157715
844,88.7806357421875
845,88.76272071838379
846,88.76015093994141
847,88.75993252563477
848,88.7584556274414
849,88.77040690612793
850,88.75943547058105
851,88.7794375
852,88.74072816467284
853,88.76328283691406
854,88.77842582702637
855,88.74241896057129
856,88.74439135742188
857,88.73708827209472
858,88.75176168823242
859,88.7455965423584
860,88.76479014587402
861,88.73384883117676
862,88.72471798706054
863,88.73408331298828
864,88.70403492736817
865,88.74282984924317
866,88.73205010986328
867,88.71122811889649
868,88.73361454772949
869,88.73650230407715
870,88.69222744750977
871,88.7197626953125
872,88.70895693969726
873,88.71961875915527
874,88.69239790344238
875,88.71991555786133
876,88.69621800231934
877,88.6963279724121
878,88.69860429382324
879,88.68928317260742
880,88.68567897033691
881,88.6818588104248
882,88.68947969055176
883,88.667166015625
884,88.68784721374512
885,88.6612687072754
886,88.6672014465332
887,88.67093086242676
888,88.66914302062989
889,88.6687001953125
890,88.68057487487793
891,88.68932786560059
892,88.6426919555664
893,88.6421148223877
894,88.67673754882813
895,88.6565329284668
896,88.64521235656738
897,88.66626615905761
898,88.66403018188477
899,88.63899070739745
900,88.65243980407715
901,88.66064332580567
902,88.65434735107422
903,88.65618278503418
904,88.65209567260742
905,88.63860763549805
906,88.61176867675782
907,88.62461770629884
908,88.6380675354004
909,88.61874383544922
910,88.6178690032959
911,88.59895558166504
912,88.62268035888673
913,88.6171767730713
914,88.62743869018554
915,88.60645883178711
916,88.62463204956055
917,88.59648432922363
918,88.5951268157959
919,88.58967614746093
920,88.59381129455566
921,88.60167085266113
922,88.60867764282227
923,88.60230989074707
924,88.60086676025391
925,88.59488487243652
926,88.58282411193848
927,88.60081889343262
928,88.59311309814453
929,88.59162550354004
930,88.58661624145508
931,88.57450382995606
932,88.58161067199707
933,88.5603134613037
934,88.59993241882324
935,88.5709730834961
936,88.58099774169922
937,88.57814866638184
938,88.54480421447754
939,88.56983128356934
940,88.57050244140625
941,88.55020675659179
942,88.55931838989258
943,88.56448222351074
944,88.5277938079834
945,88.54330235290527
946,88.56771394348145
947,88.53606365966797
948,88.55414091491699
949,88.54926124572754
950,88.52462477111817
951,88.5435634765625
952,88.53635008239746
953,88.55142695617675
954,88.53174377441407
955,88.54090258789063
956,88.53819834899902
957,88.54437216186524
958,88.52884695434571
959,88.52395133972168
960,88.52045469665528
961,88.52034172058106
962,88.51761830139161
963,88.50666911315918
964,88.52154905700684
965,88.50981098937989
966,88.50894239807128
967,88.51554727172852
968,88.50412132263183
969,88.49582905578613
970,88.50650842285157
971,88.49668823242187
972,88.48783627319337
973,88.49516920471191
974,88.4851327972412
975,88.47719778442382
976,88.49793008422851
977,88.47837048339844
978,88.48815573120118
979,88.47078372192382
980,88.47054856872559
981,88.48863055419922
982,88.48651382446289
983,88.50010920715332
984,88.47138522338867
985,88.46165896606445
986,88.4465693359375
987,88.47951197814942
988,88.45970176696777
989,88.46562345886231
990,88.46455081176758
991,88.46841590881348
992,88.45960459899902
993,88.47265783691407
994,88.4445362548828
995,88.46041676330566
996,88.45149485778809
997,88.43546699523925
998,88.45644416809083
999,88.42787579345703
1000,88.43428448486328
